genres,director,cast,vote_average,keywords,production_countries,budget,popularity
"['Crime', 'Drama', 'Mystery', 'Thriller']",['Billy Wilder'],"['Fred MacMurray', 'Barbara Stanwyck', 'Edward G. Robinson', 'Porter Hall', 'Richard Gaines', 'Jean Heather', 'Tom Powers', 'Fortunio Bonanova', 'Byron Barr', 'John Berry', 'Raymond Chandler', 'Edmund Cobb', 'Kernan Cripps', 'Bess Flowers', 'Eddie Hall', 'Teala Loring', 'Sam McDaniel', 'Billy Mitchell', 'Clarence Muse', 'Douglas Spencer', 'John Philliber', 'Harold Garrison', 'James Adamson', 'Betty Farrington', 'George Magrill', 'Constance Purdy', 'Dick Rush', 'Floyd Shackelford', 'Oscar Smith', 'Miriam Nelson']",8.2,"['insurance fraud', 'femme fatale', 'noir', 'murder', 'life insurance', 'insurance agent', 'insurance policy', 'murder plot', 'scheming wife']",['United States of America'],927262,9.179
"['Drama', 'Comedy', 'War']",['Stanley Kubrick'],"['Peter Sellers', 'George C. Scott', 'Sterling Hayden', 'Keenan Wynn', 'Slim Pickens', 'Peter Bull', 'James Earl Jones', 'Tracy Reed', 'Jack Creley', 'Frank Berry', ""Robert O'Neill"", 'Glenn Beck', 'Roy Stephens', 'Shane Rimmer', 'Hal Galili', 'Paul Tamarin', 'Laurence Herder', 'John McCarthy', 'Gordon Tanner', 'Burnell Tucker', 'Victor Harrington']",8.1,"['usa president', 'general', 'cold war', 'strategic air command', 'nuclear missile', 'satire', 'dark comedy', 'cult film', 'war room', 'bomber pilot', 'nuclear weapons', 'ex-nazi', 'anti war', 'doomsday device', 'absurdism']","['United Kingdom', 'United States of America']",1800000,17.0
"['Fantasy', 'Drama', 'War']",['Guillermo del Toro'],"['Ivana Baquero', 'Maribel Verdú', 'Sergi López', 'Doug Jones', 'Ariadna Gil', 'Álex Angulo', 'Roger Casamajor', 'Manolo Solo', 'César Vea', 'Iván Massagué', 'Gonzalo Uriarte', 'Eusebio Lázaro', 'Francisco Vidal', 'Juanjo Cucalón', 'Lina Mira', 'Mario Zorrilla', 'Sebastián Haro', 'Mila Espiga', 'Pepa Pedroche', 'Lalá Gatóo', 'Ana Sáez', 'Chani Martín', 'Milo Taboada', 'Fernando Albizu', 'Pedro G. Marzo', 'José Luis Torrijo', 'Íñigo Garcés', 'Fernando Tielve', 'Federico Luppi', 'Chicho Campillo', 'Pablo Adán']",7.7,"['spain', 'resistance', 'servant', 'anti hero', 'fairy tale', 'franco regime (francoism)', 'army', 'princess', 'love', 'woods', 'cruelty', 'hiding', 'labyrinth', 'magic realism', 'mythological', 'dark fairy tale', 'children in wartime', 'post spanish civil war', 'faun']","['Mexico', 'Spain', 'United States of America']",19000000,27.984
"['Science Fiction', 'Drama', 'Romance']",['Michel Gondry'],"['Jim Carrey', 'Kate Winslet', 'Kirsten Dunst', 'Mark Ruffalo', 'Elijah Wood', 'Tom Wilkinson', 'Jane Adams', 'David Cross', ""Deirdre O'Connell"", 'Thomas Jay Ryan', 'Ryan Whitney', 'Lola Daehler', 'Debbon Ayer', 'Gerry Robert Byrne', 'Brian Price', 'Josh Flitter', 'Paulie Litt', 'Amir Ali Said', 'Lauren Adler']",8.1,"['deja vu', 'regret', 'jealousy', 'amnesia', 'dream', 'operation', 'relationship problems', 'love', 'memory', 'brainwashing', 'relationship', 'heartbreak', 'nonlinear timeline', 'tragicomedy']",['United States of America'],20000000,34.796
"['Fantasy', 'Drama', 'Mystery']",['Ingmar Bergman'],"['Bertil Guve', 'Pernilla Allwin', 'Allan Edwall', 'Ewa Fröling', 'Erland Josephson', 'Jan Malmsjö', 'Gunn Wållgren', 'Börje Ahlstedt', 'Harriet Andersson', 'Gunnar Björnstrand', 'Stina Ekblad', 'Mats Bergman', 'Pernilla August', 'Mona Malm', 'Jarl Kulle', 'Christina Schollin', 'Kerstin Tidelius', 'Inga Ålenius', 'Hugo Hasslo', 'Kristina Adolphson', 'Kristian Almgren', 'Carl Billquist', 'Axel Düberg', 'Siv Ericks', 'Patricia Gélin', 'Majlis Granlund', 'Maria Granlund', 'Eva von Hanno', 'Sonya Hedenbratt', 'Olle Hilding', 'Svea Holst', 'Käbi Laretei', 'Lena Olin', 'Gösta Prüzelius', 'Hans Strååt', 'Emelie Werkö', 'Marianne Aminoff', 'Mona Andersson', 'Hans Henrik Lerfeldt', 'Marianne Nielsen', 'Marrit Ohlsson', 'Anna Bergman', 'Nils Brandt', 'Lars-Owe Carlberg', 'Gus Dahlström', 'Ernst Günther', 'Heinz Hopf', 'Sune Mangs', 'Peter Stormare']",7.8,"['sibling relationship', 'loss of loved one', 'sweden', 'bishop', 'dying and death', 'funeral', 'theatre group', 'child prodigy', 'ghost', 'christmas', 'early 1900s']","['Sweden', 'Germany', 'France']",6000000,11.126
"['Crime', 'Drama', 'Thriller']",['Joel Coen'],"['Frances McDormand', 'William H. Macy', 'Steve Buscemi', 'Bruce Bohne', 'Harve Presnell', 'Sally Wingert', 'Peter Stormare', 'Larissa Kokernot', 'John Carroll Lynch', 'Steve Park', 'Kristin Rudrüd', 'Tony Denman', 'Steve Reevis', 'Larry Brandenburg', 'Melissa Peterman', 'Gary Houston', 'Kurt Schweickhardt', 'Michelle Hutchison', 'Bain Boehlke', 'Warren Keith', 'Michelle LeDoux', 'Bruce Campbell']",7.9,"['cheating', 'ransom', 'minnesota', 'salesclerk', 'winter', 'kidnapping', 'unsociability', 'police', 'north dakota', 'murder', 'dark comedy', 'money', 'police officer', 'car dealership', 'woodchipper', 'false history', 'neo-noir', 'minneapolis']","['United Kingdom', 'United States of America']",7000000,14.675
['Drama'],['Thomas Vinterberg'],"['Ulrich Thomsen', 'Henning Moritzen', 'Thomas Bo Larsen', 'Paprika Steen', 'Birthe Neumann', 'Trine Dyrholm', 'Helle Dolleris', 'Therese Glahn', 'Klaus Bondam', 'Bjarne Henriksen', 'Gbatokai Dakinah', 'Lars Brygmann', 'Lene Laub Oksen', 'Linda Laursen', 'John Boas', 'Erna Boas', 'Thomas Vinterberg', 'Kaj Rasmussen', 'Robert Strandgård', 'Gry Worre Hallberg', 'Lasse Lunderskov']",7.8,"['suicide', 'child abuse', 'sexual abuse', 'depression', 'parent child relationship', 'secret', 'birthday', 'twin sister', 'hotelier', 'country house', 'daughter', 'dogme 95', 'family reunion', 'lecture', 'child']","['Denmark', 'Sweden']",1300000,8.486
['Drama'],['David Fincher'],"['Edward Norton', 'Brad Pitt', 'Helena Bonham Carter', 'Meat Loaf', 'Jared Leto', 'Zach Grenier', 'Holt McCallany', 'Eion Bailey', 'Richmond Arquette', 'David Andrews', 'Christina Cabot', 'Tim DeZarn', 'Ezra Buzzington', 'Bob Stephenson', 'David Lee Smith', 'Carl Ciarfalio', 'Stuart Blumberg', 'Mark Fite', 'Matt Winston', 'Lauren Sánchez', 'Thom Gossom Jr.', 'Markus Redmond', 'Van Quattro', 'Michael Girardin', 'David Jean Thomas', 'Paul Carafotes', 'Christopher John Fields', 'Michael Shamus Wiles', 'George Maguire', 'Eugenie Bondurant', 'Sydney ""Big Dawg"" Colston', 'Rachel Singer', 'Christie Cronenweth', 'Dierdre Downing-Jackson', 'Charlie Dell', 'Rob Lanza', 'Joel Bissonnette', 'Evan Mirand', 'Robby Robinson', 'Lou Beatty Jr.', 'Valerie Bickford', 'Peter Iacangelo', 'Todd Peirce', 'Joon Kim', 'Bennie Moore', 'Pat McNamara', 'Tyrone R. Livingston', 'Owen Masterson', 'Anderson Bourell', 'Scotch Ellis Loring', 'Andi Carnick', 'Edward Kowalczyk', 'Leonard Termo', 'Michael Arturo', 'Greg Bronson', 'Matt Cinquanta', 'Paul Dillon', 'Tom Falzone', 'Eddie Hargitay', 'Phil Hawn', 'Bruce Holman', 'Jawara', 'Baron Jay', 'Jim Jenkins', 'Kevin Scott Mack', 'Trey Ore', 'Louis Ortiz', 'Hugh Peddy', 'J.T. Pontino', 'Chad Randau', 'Marcio Rosario', 'Gregory Silva', 'Brian Tochi', 'Alekxia Valdez', 'Michael Zagst', 'Gökhan Öncel', 'Philip Centanni', 'Marc Cinquanta', 'Summer Moore']",8.4,"['based on novel or book', 'support group', 'dual identity', 'nihilism', 'fight', 'rage and hate', 'insomnia', 'dystopia', 'alter ego', 'cult film', 'split personality', 'quitting a job', 'dissociative identity disorder', 'self destructiveness']","['Germany', 'United States of America']",63000000,44.16
"['Animation', 'Family']",['Andrew Stanton'],"['Albert Brooks', 'Ellen DeGeneres', 'Alexander Gould', 'Willem Dafoe', 'Brad Garrett', 'Allison Janney', 'Austin Pendleton', 'Stephen Root', 'Vicki Lewis', 'Joe Ranft', 'Geoffrey Rush', 'Andrew Stanton', 'Elizabeth Perkins', 'Nicholas Bird', 'Bob Peterson', 'Barry Humphries', 'Eric Bana', 'Bruce Spence', 'Bill Hunter', 'LuLu Ebeling', 'Jordan Ranft', 'Erica Beck', 'Erik Per Sullivan', 'John Ratzenberger']",7.8,"['parent child relationship', 'sydney, australia', 'harbor', 'anthropomorphism', 'underwater', 'shark', 'pelican', 'fish tank', 'great barrier reef', 'sea turtle', 'missing child', 'aftercreditsstinger', 'duringcreditsstinger', 'short term memory loss', 'clownfish', 'father son reunion', 'protective father']",['United States of America'],94000000,74.932
"['Comedy', 'Drama', 'Romance']",['Robert Zemeckis'],"['Tom Hanks', 'Robin Wright', 'Gary Sinise', 'Mykelti Williamson', 'Sally Field', 'Michael Conner Humphreys', 'Hanna Hall', 'Haley Joel Osment', 'Siobhan Fallon Hogan', 'Afemo Omilami', 'Peter Dobson', 'Sonny Shroyer', 'George Kelly', 'Sam Anderson', 'Margo Moorer', 'Christopher Jones', 'Kevin Mangan', 'Brett Rice', 'Daniel C. Striepeke', 'David Brisbin', 'Kirk Ward', 'Marlena Smalls', 'Kitty K. Green', 'Mark Matheisen', 'Al Harrington', 'Joe Washington', 'Jed Gillin', 'Don Fischer', 'Matt Wallace', 'Mike Jolly', 'Michael Kemmerling', 'John Voldstad', 'Daniel J. Gillooly', 'Michael Burgess', 'Steven Griffith', 'Michael McFall', 'Byron Minns', 'Steve DeRelian', 'Bonnie Ann Burgess', 'Stephen Bridgewater', 'John William Galt', 'Isabel Rose', ""Richard D'Alessandro"", 'Kevin Davis', 'Michael Jace', 'Geoffrey Blake', 'Vanessa Roth', 'Emily Carey', 'Dick Cavett', 'Tiffany Salerno', 'Marla Sucharetza', 'Joe Alaskey', 'Lazarus Jackson', 'Matt Rebenkoff', 'Nora Dunfee', ""Hallie D'Amore"", 'Michael Mattison', 'Charles Boswell', 'Timothy McNeil', 'Bob Penny', 'Greg Brown', 'Troy Christian', 'Bryan Hanna', 'Zach Hanner', 'Aaron Michael Lacey', 'Jacqueline Lovell', 'Brendan Shanahan', 'William Shipman', 'Robb Skyler', 'Mary Ellen Trainor', 'Kurt Russell', 'Jeffrey Winner', 'Bob Harks', 'W. Benson Terry', 'Tyler Long', 'Jim Hanks']",8.5,"['vietnam veteran', 'hippie', 'washington dc, usa', 'mentally disabled', 'based on novel or book', 'parent child relationship', 'vietnam war', 'friendship', 'love', 'family relationships', 'military', 'wounded soldier', 'low iq', 'tragicomedy', 'false history']",['United States of America'],55000000,42.778
"['Drama', 'War']",['Stanley Kubrick'],"['Matthew Modine', 'Adam Baldwin', ""Vincent D'Onofrio"", 'R. Lee Ermey', 'Dorian Harewood', 'Arliss Howard', 'Kevyn Major Howard', ""Ed O'Ross"", 'John Terry', 'Bruce Boa', 'Kieron Jecchinis', 'Jon Stafford', 'Tim Colceri', 'Peter Edmund', 'Kirk Taylor', 'Ian Tyler', 'Gary Landon Mills', 'Sal Lopez', 'Papillon Soo', 'Ngoc Le', 'Tan Hung Francione', ""Marcus D'Amico"", 'Costas Dino Chimona', 'Keith Hodiak', 'Peter Merrill', 'Herbert Norville', 'Leanne Hong', 'Duc Hu Ta', 'Nguyen Hue Phong', 'Gil Kopel', 'Philip Bailey', 'John Curtis', 'Bob Eric Hart', 'Steve Hudson', 'Del Anderson', 'Chris Maybach', 'Gary Smith', 'Michael Anthony Williams', 'John Wilson', 'Kevin Albridge', 'Martin Adams', 'Louis Barlotti', 'John Beddows', 'Patrick Benn', 'Steve Boucher', 'Adrian Bush', 'Gary Cheeseman', 'Tony Carey', 'Wayne Clark', 'Chris Cornibert', 'Danny Cornibert', 'John Davis', 'Harry Davies', 'Gordon Duncan', 'Phil Elmer', 'Colin Elvis', 'Hadrian Follett', 'Sean Frank', 'Vivian Kubrick', 'Stanley Kubrick', 'David Palffy', 'John Ward', 'David George']",8.1,"['suicide', 'prostitute', 'helicopter', 'based on novel or book', 'journalism', 'sniper', 'propaganda', 'vietnam', 'vietnam war', 'recruit', 'war photographer', 'war correspondent', 'boot camp', 'rescue', 'jungle', 'infantry', 'sergeant', 'racism', 'genocide', 'fighting', 'platoon', 'combat', 'discipline', 'u.s. marine', 'obstacle course', 'military', 'anti war', 'mass grave', 'blanket party']","['United Kingdom', 'United States of America']",30000000,31.815
"['Drama', 'History']",['Richard Attenborough'],"['Ben Kingsley', 'Candice Bergen', 'Edward Fox', 'John Gielgud', 'Trevor Howard', 'John Mills', 'Martin Sheen', 'Ian Charleson', 'Athol Fugard', 'Günther Maria Halmer', 'Saeed Jaffrey', 'Geraldine James', 'Alyque Padamsee', 'Amrish Puri', 'Roshan Seth', 'Rohini Hattangadi', 'Ian Bannen', 'Michael Bryant', 'John Clements', 'Richard Griffiths', 'Nigel Hawthorne', 'Bernard Hepton', 'Michael Hordern', 'Shreeram Lagoo', 'Virendra Razdan', 'Richard Vernon', 'Harsh Nayyar', 'Prabhakar Patankar', 'Vijay Kashyap', 'Nigam Prakash', 'Supriya Pathak', 'Neena Gupta', 'Shane Rimmer', 'Peter Harlowe', 'Anang Desai', 'Winston Ntshona', 'Peter Cartwright', 'Marius Weyers', 'Richard Mayes', 'Alok Nath', 'Dean Gasper', 'Ken Hutchison', 'Norman Chancer', 'Gulshan Kapoor', 'Charu Bala Chokshi', 'Raj Chaturvedi', 'Avpar Jhita', 'Anthony Sagger', 'Om Puri', 'David Gant', 'Daniel Day-Lewis', 'Ray Burdis', 'Daniel Peacock', 'Avis Bunnage', 'Caroline Hutchison', 'Mohan Agashe', 'Sudhanshu Mishra', 'Dina Nath', 'John Savident', 'John Patrick', 'Michael Godley', 'Stewart Harwood', 'Stanley McGeagh', 'Christopher Good', 'David Markham', 'Jyoti Sarup', 'John Naylor', 'Wilson George', 'Hanshu Mehta', 'Sudarshan Sethi', 'Sunila Pradhan', 'Moti Makan', 'Jalal Agha', 'Rupert Frazer', 'Manohar Pitale', 'Homi Daruvala', 'K.K. Raina', 'Vivek Swaroop', 'Raja Biswas', 'Dominic Guard', 'Bernard Hill', 'Rama Kant Jha', 'Nana Palsikar', 'Alpna Gupta', 'Chandrakant Thakkar', 'John Quentin', 'Graham Seed', 'Keith Drinkel', 'Bob Barbenia', 'Gerald Sim', 'Colin Farrell', 'Sanjeev Puri', 'Gareth Forwood', 'Vijay Crishna', 'Sankalp Dubey', 'James Cossins', 'Gurcharan Singh', 'John Vine', 'Geoffrey Chater', 'Ernest Clark', 'Habib Tanvir', 'Pankaj Mohan', 'Subhash Gupta', 'Aadil', 'Rajeshwar Nath', 'S.S. Thakur', 'Rahul Gupta', 'Barry John', 'Brian Oulton', 'James Snell', 'John Boxer', 'Gerard Norman', 'Bernard Horsfall', 'Richard Leech', 'Pankaj Kapur', 'Tarla Mehta', 'David Sibley', 'Dalip Tahil', 'Stanley Lebor', 'Terrence Hardiman', 'Monica Gupta', 'Jon Croft', 'William Hoyland', 'John Ratzenberger', 'Jack McKenzie', 'Tom Alter', 'Jane Myerson', 'Roop Kumar Razdan', 'Bani Sharad Joshi', 'Vagish Kumar Singh', 'Dilsher Singh', 'Sudhir Dalvi', 'Tilak Raj', 'Irpinder Puri', 'Pren Kapoor', 'Vinay Apte', 'Aswini Kumar', 'Avinash Dogra', 'Shreedhar Joshi', 'Suhas Palshikar', 'Karkirat Singh', 'Shekhar Chatterjee', 'Amarjeet', 'Pratap Desai', 'Bhatawadekar Prakash', 'Sunil Shende', 'Rovil Sinha', 'Derek Lyons', 'Fred Wood']",7.5,"['muslim', 'demonstration', 'world war ii', 'imprisonment', 'release from prison', 'hunger strike', 'colony', 'hindu', 'independence', 'british army', 'political negotiations', 'conference', 'nonviolent resistance', 'apartheid', 'british empire', 'protest', 'independence movement', 'strike', 'biography', 'freedom', 'prayer', 'idealism', 'idealist', 'based on a true story', 'fighting the system']","['India', 'United Kingdom']",22000000,12.989
"['Action', 'Drama', 'Adventure']",['Ridley Scott'],"['Russell Crowe', 'Joaquin Phoenix', 'Connie Nielsen', 'Oliver Reed', 'Richard Harris', 'Derek Jacobi', 'Djimon Hounsou', 'David Schofield', 'John Shrapnel', 'Tomas Arana', 'Ralf Moeller', 'Tommy Flanagan', 'Spencer Treat Clark', 'David Hemmings', 'Sven-Ole Thorsen', 'Giannina Facio', 'Alun Raglan', 'Giorgio Cantarini', 'David Bailie', 'Omid Djalili', 'Nicholas McGaughey', 'Tony Curran', 'Mark Lewis', 'John Quinn', 'Al Hunter Ashton', 'Allan Corduner', 'Michael Mellinger', 'Said Amel', 'Adam Levy', 'Gilly Gilchrist', 'David Nicholls', 'Malcolm Ellul', 'Ray Mangion', 'João Costa Menezes', 'Mike Mitchell', 'Norman Campbell Rees', 'Steve Saunders', 'Brian Smyj', 'Chick Allen', 'Billy Dowd']",8.2,"['rome, italy', 'parent child relationship', 'gladiator', 'arena', 'senate', 'roman empire', 'emperor', 'slavery', 'ancient rome', 'epic', 'revenge', 'battlefield', 'slave auction', 'historical fiction', 'ancient world', 'combat', 'chariot', 'philosopher', 'barbarian horde', '2nd century', 'successor', 'commodus', 'maximus']","['United Kingdom', 'United States of America']",103000000,40.588
"['Drama', 'War', 'Romance']",['Victor Fleming'],"['Vivien Leigh', 'Clark Gable', 'Olivia de Havilland', 'Leslie Howard', 'Hattie McDaniel', 'Thomas Mitchell', ""Barbara O'Neil"", 'Evelyn Keyes', 'Ann Rutherford', 'George Reeves', 'Fred Crane', 'Oscar Polk', 'Butterfly McQueen', 'Victor Jory', 'Everett Brown', 'Howard Hickman', 'Alicia Rhett', 'Rand Brooks', 'Carroll Nye', 'Laura Hope Crews', 'Eddie ""Rochester"" Anderson', 'Harry Davenport', 'Leona Roberts', 'Jane Darwell', 'Ona Munson', 'Paul Hurst', 'Isabel Jewell', 'Cammie King', 'Eric Linden', 'J. M. Kerrigan', 'Ward Bond', 'Jackie Moran', 'Cliff Edwards', 'Lillian Kemble-Cooper', 'Yakima Canutt', 'Marcella Martin', 'Louis Jean Heydt', 'Mickey Kuhn', 'Olin Howland', 'Irving Bacon', 'Robert Elliott', 'William Bakewell', 'Mary Anderson', 'John Albright', 'Eric Alden', 'John Arledge', 'Roscoe Ates', 'Trevor Bardette', 'Lennie Bluett', 'Ralph Brooks', 'Daisy Bufford', 'Ann Bupp', 'James Bush', 'Ruth Byers', 'Gary Carlson', 'Horace B. Carpenter', 'Louise Carter', 'Shirley Chambers', 'Eddy Chandler', 'Wallis Clark', 'Richard Clucas', 'Frank Coghlan Jr.', 'Billy Cook', 'Gino Corrado', 'Martina Cortina', 'Luke Cosgrave', 'Kernan Cripps', 'Patrick Curtis', 'Ned Davenport', ""Yola d'Avril"", 'Lester Dorr', 'Phyllis Douglas', 'Joan Drake', 'F. Driver', 'Edythe Elliott', 'Susan Falligant', 'Richard Farnsworth', 'Frank Faylen', 'Kelly Griffin', 'George Hackathorne', 'Chuck Hamilton', 'Evelyn Harding', 'Inez Hatchett', 'Jean Heker', 'William Hoehne Jr.', 'Ricky Holt', 'Shep Houghton', 'Jerry James', 'Si Jenks', 'Tommy Kelly', 'Emmett King', 'W. Kirby', 'Timothy J. Lonergan', 'Margaret Mann', 'William McClain', 'George Meeker', 'Charles Middleton', 'Alberto Morin', 'Adrian Morris', 'Lee Murray', 'H. Nellman', 'David Newell', 'Naomi Pharr', 'Lee Phelps', 'Spencer Quinn', 'Jolane Reynolds', 'Marjorie Reynolds', 'Suzanne Ridgeway', 'Louisa Robert', 'Azarene Rogers', 'Scott Seaton', 'Tom Seidel', 'Terry Shero', 'William Stack', 'William Stelling', 'Harry Strang', 'Dirk Wayne Summers', 'Emerson Treacy', 'Phillip Trent', 'Julia Ann Tuck', 'Tom Tyler', 'Dale van Sickel', 'E. Alyn Warren', 'Blue Washington', 'Rita Waterhouse', 'John Joseph Waterman Jr.', 'Dan White', 'Sarah Whitley', 'Ernest Whitman', 'Guy Wilkerson', 'Zack Williams', 'John Wray', 'Arthur Tovey']",8.0,"['southern usa', 'loss of loved one', 'marriage proposal', 'atlanta', 'plantation', 'typhus', 'business woman', 'marriage crisis', 'romance', 'american civil war', 'technicolor', 'old south', 'early america']",['United States of America'],4000000,18.854
['Drama'],['Gus Van Sant'],"['Matt Damon', 'Robin Williams', 'Ben Affleck', 'Stellan Skarsgård', 'Minnie Driver', 'Casey Affleck', 'Cole Hauser', 'Vik Sahay', 'John Mighton', 'Rachel Majorowski', 'Colleen McCauley', 'Matt Mercier', 'Ralph St. George', 'Rob Lynds', 'Dan Washington', 'Alison Folland', 'Derrick Bridgeman', 'Shannon Egleson', 'Rob Lyons', 'Steven Kozlowski', 'Jennifer Deathe', 'Scott William Winters', 'Philip Williams', ""Patrick O'Donnell"", 'Kevin Rushton', 'Jimmy Flynn', 'Joe Cannon', 'Ann Matacunas', 'George Plimpton', 'Francesco Clemente', 'Jessica Morton', 'Barna Moricz', 'Libby Geller', 'Chas Lawther', 'Richard Fitzpatrick', 'Frank Nakashima', 'Christopher Britton', 'David Eisner', 'Bruce Hunter', 'Robert Talvano', 'James Allodi', 'Michael Arthur', 'Christian Harmony', 'Riva Di Paola', 'Harmony Korine', 'Thomas Lundy', 'Paul McGillicuddy', 'Daniel Olsen']",8.1,"['baseball', 'boston, massachusetts', 'professor', 'm.i.t.', 'harvard university', 'male friendship', 'ambition', 'mathematics', 'genius', 'love', 'friends', 'flashback', 'janitor', 'psychologist', 'university', 'courtroom', 'prodigy', 'math genius']",['United States of America'],10000000,47.9
"['Drama', 'Crime']",['Martin Scorsese'],"['Ray Liotta', 'Robert De Niro', 'Joe Pesci', 'Lorraine Bracco', 'Paul Sorvino', 'Frank Sivero', 'Tony Darrow', 'Mike Starr', 'Frank Vincent', 'Chuck Low', 'Frank DiLeo', 'Henny Youngman', 'Gina Mastrogiacomo', 'Catherine Scorsese', 'Charles Scorsese', 'Suzanne Shepherd', 'Debi Mazar', 'Margo Winkler', 'Welker White', 'Jerry Vale', 'Julie Garfield', 'Christopher Serrone', 'Elaine Kagan', 'Beau Starr', 'Kevin Corrigan', 'Michael Imperioli', 'Robbie Vinton', 'Johnny Williams', 'Daniel P. Conte', 'Tony Conforti', 'Frank Pellegrino', 'Ronald Maccone', 'Tony Sirico', ""Joseph D'Onofrio"", 'Steve Forleo', 'Richard Dioguardi', 'Frank Adonis', 'John Manca', 'Joseph Bono', 'Katherine Wallach', 'Mark Evan Jacobs', 'Angela Pietropinto', 'Marianne Leone Cooper', 'Marie Michaels', 'LoNardo', 'Melissa Prophet', 'Illeana Douglas', 'Susan Varon', 'Elizabeth Whitcraft', 'Clem Caserta', 'Samuel L. Jackson', 'Fran McGee', 'Paul Herman', 'Edward McDonald', 'Edward Hayes', 'Gina Mattia', 'Joel Calendrillo', 'Anthony Valentin', 'Edward D. Murphy', 'Michael Citriniti', 'Peter Hock', 'Erasmus C. Alfano', 'John Di Benedetto', 'Manny Alfaro', 'Thomas Lowry', 'Margaret Smith', 'Richard Mullally', 'Frank Albanese', 'Paul McIsaac', 'Bob Golub', 'Louis Eppolito', 'Tony Lip', 'Mikey Black', 'Peter Cicale', 'Anthony Powers', 'Vincent Pastore', 'Anthony Alessandro', 'Victor Colicchio', 'Mike Contessa', 'Philip Suriano', 'Paul Mougey', 'Norman Barbera', 'Anthony Polemeni', 'James Quattrochi', 'Lawrence Sacco', 'Dino Laudicina', 'Thomas E. Camuti', 'Andrew Scudiero', 'Irving Welzer', 'Jesse Kirtzman', 'Russell Halley', 'Spencer Bradley', 'Bob Altman', 'Joanna Bennett', 'Gayle Lewis', 'Gaetano Lisi', 'Luke Walter', 'Ed Deacy', 'Larry Silvestri', ""John 'Cha Cha' Ciarcia"", 'Vito Picone', 'Janis Corsair', 'Lisa D’Apolito', 'Frank Aquilino', 'Michael Calandrino', 'Vito Antuofermo', 'Vincent Gallo', 'Gaetano LoGiudice', 'Garry Pastore', 'Nicole Burdette', 'Stella Keitel', 'Dominique DeVito', 'Michaelangelo Graziano', 'Paula Kcira', 'Nadine Kay', 'Tony Ellis', 'Peter Onorati', 'Jamie deRoy', 'Joel Blake', 'H. Clay Dear', 'Thomas Hewson', 'Gene Canfield', 'Margaux Guerard', 'Violet Gaynor', 'Tobin Bell', 'Berlinda Tolbert', 'Nancy Cassaro', 'Adam Wandt', 'Joe Gioco', 'Isiah Whitlock Jr.', 'Alyson Jones', 'Ruby Gaynor', 'Bo Dietl', 'Frank Cassini', 'Anthony Caso', 'Lisa Bostnar', 'Billy L. Sullivan', 'Daniela Barbosa']",8.5,"['new york city', 'prison', 'based on novel or book', 'florida', '1970s', 'mass murder', 'irish-american', 'drug trafficking', 'gangster', 'biography', 'based on a true story', 'murder', 'organized crime', 'gore', 'mafia', 'brooklyn, new york city', 'crime epic', 'tampa, florida']",['United States of America'],25000000,36.556
['Drama'],['Clint Eastwood'],"['Clint Eastwood', 'Christopher Carley', 'Bee Vang', 'Ahney Her', 'Brian Haley', 'Geraldine Hughes', 'Dreama Walker', 'Brian Howe', 'John Carroll Lynch', 'William Hill', 'Brooke Chia Thao', 'Chee Thao', 'Choua Kue', 'Scott Eastwood', 'Xia Soua Chang', 'Doua Moua', 'Sarah Neubauer', 'Lee Mong Vang', 'Nana Gbewonyo', 'John Anton', 'Austin Douglas Smith', 'Ramon Camacho', 'Rio Scafone', 'Thomas D. Mahard', 'Arthur Cartwright', 'Julia Ho', 'Elvis Thao', 'Clint Ward', 'Shelagh Conley', 'William C. Fox', ""Tony Stef'Ano"", 'Carey Torrice', 'Sonny Vue', 'Greg Trzaskoma', 'John Johns', 'Davis Gloff', 'Conor Liam Callaghan', 'Michael E. Kurowski', 'Maykao K. Lytongpao', 'Carlos Guadarrama', 'Andrew Tamez-Hull', 'Antonio Mireles', 'Tru Hang', 'Marty Bufalini', 'My-Ishia Cason-Brown', 'Rochelle Winter', 'Claudia Rodgers', 'Darline Bucchare', 'Jeffrey Scott Basham']",8.0,"['rape', 'war veteran', 'immigration', 'gangster', 'priest', 'gang', 'old man', 'detroit, michigan', 'widower', 'hmong']","['United States of America', 'Germany']",33000000,19.983
"['Romance', 'Fantasy', 'Drama', 'Comedy']",['Harold Ramis'],"['Bill Murray', 'Andie MacDowell', 'Chris Elliott', 'Stephen Tobolowsky', 'Brian Doyle-Murray', 'Angela Paton', 'Rick Ducommun', 'Rick Overton', 'Robin Duke', 'Willie Garson', 'Ken Hudson Campbell', 'Michael Shannon', 'Harold Ramis', 'Marita Geraghty', 'Les Podewell', 'Tom Milanovich', 'Peggy Roeder', 'David Pasquesi', 'Lee Sellars', 'C.O. Erickson', 'Sandy Maschmeyer', 'Hynden Walch', 'Barbara Ann Grimes', 'Lucina Paquet', 'Brenda Pickleman', 'Eric Saiet', 'Rob Riley', 'Tony DeGuide', 'Reni Santoni']",7.6,"['deja vu', 'groundhog', 'weather forecast', 'telecaster', 'pennsylvania, usa', 'alarm clock', 'winter', 'time warp', 'time loop', 'cult film', 'magic realism', 'existentialism', 'groundhog day']",['United States of America'],14600000,15.544
