genres,director,cast,vote_average,keywords,production_countries,budget,popularity
['Western'],['John Ford'],"['John Wayne', 'James Stewart', 'Vera Miles', 'Lee Marvin', ""Edmond O'Brien"", 'Andy Devine', 'Ken Murray', 'John Carradine', 'Jeanette Nolan', 'John Qualen', 'Willis Bouchey', 'Carleton Young', 'Woody Strode', 'Denver Pyle', 'Strother Martin', 'Lee Van Cleef', 'Robert F. Simon', 'O. Z. Whitehead', 'Paul Birch', 'Joseph Hoover', 'Charles Akins', 'John Barton', 'Rudy Bowman', 'Chet Brandenburg', 'Jerry Brown', 'George Bruggeman', 'Noble Chissell', 'Russell Custer', 'Duke Fishman', 'Fritz Ford', 'Herman Hack', 'Jack Kenny', 'Richard LaMarr', 'Jack Lilley', 'Buddy Roosevelt', 'Jack Tornek', 'Sid Troy', 'Ralph Volkie', 'Max Wagner', 'Blackie Whiteford', 'Gertrude Astor', 'Helen Gibson', 'Eva Novak', 'Dorothy Phillips', 'Mario Arteaga', 'Chuck Hayward', 'Chuck Roberson', 'Jack Williams', 'Frank Baker', 'William Henry', 'Danny Borzage', 'Dick Cherney', 'Chuck Hamilton', 'Sam Harris', 'Lars Hensen', 'Tex Holden', 'Stuart Holmes', 'Jimmie Horan', 'Jack Perrin', ""'Snub' Pollard"", 'Robert Robinson', 'Scott Seaton', 'Rudy Sooter', 'Carl M. Leviness', 'King Mojave', 'Shug Fisher', 'Ben Frommer', 'Jack Pennick', 'Phil Schumacher', 'Tom Hennesy', ""Bryan 'Slim' Hightower"", 'Earle Hodgins', 'Michael Jeffers', 'Tom Smith', 'Cap Somers', 'Eddie Jauregui', 'Charles Morton', 'Ethan Laidlaw', 'Anna Lee', 'Ted Mapes', 'Montie Montana', 'Slim Talbot', 'Bob Morgan', 'Charles Seel', 'Bud Cokes', 'Jane Crowley', 'Larry Finley']",7.8,"['gunslinger', 'showdown', 'ranch', 'funeral', 'legend', 'to shoot dead', 'outlaw', 'lawyer', 'stagecoach', 'cowboy']",['United States of America'],3200000,10.459
"['Thriller', 'Drama']",['John Frankenheimer'],"['Frank Sinatra', 'Laurence Harvey', 'Angela Lansbury', 'James Gregory', 'Janet Leigh', 'Henry Silva', 'Leslie Parrish', 'John McGiver', 'Khigh Dhiegh', 'James Edwards', 'Douglas Henderson', 'Albert Paulsen', 'Barry Kelley', 'Lloyd Corrigan', 'Madame Spivy', 'Bess Flowers', 'Leoda Richards', 'Reggie Nalder', 'Colin Kenny', 'Bert Stevens', 'Arthur Tovey', 'Paul Frees', 'Whit Bissell', 'James Yagi', 'Tom Lowell']",7.7,"['cold war', 'communist', 'korean war', 'stepparents', 'conspiracy', 'brainwashed assassin', 'brainwashing', 'election', 'presidential candidate', 'sleeper agent', 'queen of diamonds', 'korea']",['United States of America'],2200000,10.672
"['Action', 'Science Fiction']","['Lilly Wachowski', 'Lana Wachowski']","['Keanu Reeves', 'Laurence Fishburne', 'Carrie-Anne Moss', 'Hugo Weaving', 'Joe Pantoliano', 'Gloria Foster', 'Marcus Chong', 'Paul Goddard', 'Robert Taylor', 'Julian Arahanga', 'Belinda McClory', 'Anthony Ray Parker', 'Matt Doran', 'Ada Nicodemou', 'David Aston', 'Marc Aden Gray', 'Deni Gordon', 'Rowan Witt', 'Eleanor Witt', 'Janaya Pender', 'Adryn White', 'Natalie Tjen', 'Bill Young', ""David O'Connor"", 'Jeremy Ball', 'Fiona Johnson', 'Harry Lawrence', 'Steve Dodd', 'Luke Quinton', 'Lawrence Woodward', 'Michael Butcher', 'Bernard Ledger', 'Chris Pattinson', 'Robert Simper', 'Nigel Harbach', 'Rana Morrison', 'Tamara Brown']",8.2,"['saving the world', 'artificial intelligence', 'man vs machine', 'philosophy', 'prophecy', 'martial arts', 'self sacrifice', 'fight', 'hacker', 'insurgence', 'simulated reality ', 'virtual reality', 'dystopia', 'truth', 'cyberpunk', 'dream world', 'woman director', 'messiah', 'action hero', 'gnosticism']","['Australia', 'United States of America']",63000000,189.357
"['Crime', 'Drama', 'Thriller']",['Charles Laughton'],"['Robert Mitchum', 'Shelley Winters', 'Lillian Gish', 'James Gleason', 'Evelyn Varden', 'Peter Graves', 'Don Beddoe', 'Billy Chapin', 'Sally Jane Bruce', 'Gloria Castillo', 'James Griffith', 'Gloria Pall']",7.9,"['prison', 'window', 'fanatic', 'count', 'noir', 'murder', 'money', 'theft', 'doll', 'hymn', 'children on the run']",['United States of America'],795000,8.541
"['Drama', 'War']",['Roman Polanski'],"['Adrien Brody', 'Thomas Kretschmann', 'Frank Finlay', 'Maureen Lipman', 'Emilia Fox', 'Ed Stoppard', 'Julia Rayner', 'Jessica Kate Meyer', 'Michal Zebrowski', 'Wanja Mues', 'Richard Ridings', 'Nomi Sharron', 'Anthony Milner', 'Lucy Skeaping', 'Roddy Skeaping', 'Ben Harlan', 'Thomas Lawinky', 'Joachim Paul Assböck', 'Roy Smiles', 'Paul Bradley', 'Daniel Caltagirone', 'Andrzej Blumenfeld', 'Zbigniew Zamachowski', 'Detlev von Wangenheim', 'Popeck', 'Zofia Czerwińska', 'Udo Kroschwald', 'Uwe Rathsam', 'Joanna Brodzik', 'Katarzyna Bargiełowska', 'Maja Ostaszewska', 'John Bennett', 'Cyril Shaps', 'Wojciech Smolarz', 'Lech Mackiewicz', 'Ruth Platt', 'Peter Rappenglück', 'Ronan Vibert', 'Krzysztof Pieczyński', 'Katarzyna Figura', 'Valentine Pelka', 'Andrew Tiernan', 'Tom Strauss', 'Cezary Kosiński', 'Paweł Burczyk', 'Nina Franoszek', 'John Keogh', 'Rafał Mohr', 'Andrzej Pieczyński', 'Morgane Polanski', 'Grzegorz Artman', 'Adam Bauman', 'Andrzej Szenajch', 'Zbigniew Dziduch', 'Marian Dziędziel', 'Jerzy Góralczyk', 'Jarosław Kopaczewski', 'Patrick Lanagan', 'Dorota Liliental', 'Norbert Rakowski', 'Piotr Siejka', 'Tomasz Tyndyk', 'Andrzej Walden', 'Zbigniew Walerys', 'Maciej Winkler', 'Tadeusz Wojtych', 'Andrzej Zieliński', 'Paweł Małaszyński', 'Axel Prahl', 'Borys Szyc', 'Rafał Dajbor', 'Adrian Hood', 'Ryszard Kluge', 'Maciej Kowalewski', 'Pawel Zdun', 'Jacek Wolszczak', 'Malgorzata Trybalska', 'Dawid Szurmiej', 'Izabella Szolc']",8.4,"['resistance', 'holocaust (shoah)', 'hunger', 'world war ii', 'prisoner of war', 'homeland', 'ghetto', 'deportation', 'jew persecution', 'liberation', 'warsaw ghetto', 'polish resistance', 'nazi', 'biography', 'concert', 'survival', 'based on memoir or autobiography', 'pianist', 'poland']","['France', 'Germany', 'Poland', 'United Kingdom']",35000000,31.327
"['Drama', 'Mystery', 'Science Fiction']",['Christopher Nolan'],"['Christian Bale', 'Hugh Jackman', 'Michael Caine', 'Scarlett Johansson', 'Rebecca Hall', 'David Bowie', 'Andy Serkis', 'Piper Perabo', 'Jim Piddock', 'Samantha Mahurin', 'Mark Ryan', 'Jamie Harris', 'Daniel Davis', 'Roger Rees', 'Ricky Jay', 'Christopher Neame', 'Monty Stuart', 'Ron Perkins', 'Anthony De Marco', 'Chao Li Chi', 'John B. Crye', 'William Morgan Sheppard', 'Ezra Buzzington', 'James Lancaster', 'Johnny Liska', 'Russ Fega', 'Kevin Will', 'Edward Hibbert', 'James Otis', 'Sam Menning', 'Brian Tahash', 'Jodi Bianca Wise', 'Enn Reitel', 'Robert W. Arbogast', 'Chris Cleveland', 'Rock Anthony', 'Erin Cipolletti', 'Tim Pilleri', 'Gary Sievers', 'Inna Swann']",8.2,"['competition', 'secret', 'obsession', 'magic', 'diary', 'dying and death', 'class society', 'illusion', 'tricks', 'hostility', 'class', 'partner', 'rivalry', 'steampunk', 'nikola tesla', 'tesla coil']","['United Kingdom', 'United States of America']",40000000,20.542
"['Adventure', 'Family', 'Fantasy', 'Comedy', 'Romance']",['Rob Reiner'],"['Cary Elwes', 'Robin Wright', 'Mandy Patinkin', 'Chris Sarandon', 'André Roussimoff', 'Christopher Guest', 'Wallace Shawn', 'Peter Falk', 'Fred Savage', 'Billy Crystal', 'Carol Kane', 'Mel Smith', 'Peter Cook', 'Margery Mason', 'Willy DeVille', 'Mark Knopfler', 'Guy Fletcher', 'Willoughby Gray', 'Betsy Brantley', 'Anne Dyson', 'Malcolm Storry', 'Paul Badger', 'Errol Bennett', 'Mickey Feat', 'Jamie Lane', 'Sallie McLaughlin', 'Derek Pykett']",7.6,"['based on novel or book', 'cult film', 'swashbuckler', 'evil prince', 'screwball', 'impersonation', 'grandfather grandson relationship']",['United States of America'],16000000,14.789
"['Drama', 'Crime']",['Frank Darabont'],"['Tim Robbins', 'Morgan Freeman', 'Bob Gunton', 'William Sadler', 'Clancy Brown', 'Gil Bellows', 'Mark Rolston', 'James Whitmore', 'Jeffrey DeMunn', 'Larry Brandenburg', 'Neil Giuntoli', 'Brian Libby', 'David Proval', 'Joseph Ragno', 'Jude Ciccolella', 'Paul McCrane', 'Renee Blaine', 'Scott Mann', 'John Horton', 'Gordon Greene', 'Alfonso Freeman', 'V.J. Foster', 'John E. Summers', 'Frank Medrano', 'Mack Miles', 'Alan R. Kessler', 'Morgan Lund', 'Cornell Wallace', 'Gary Lee Davis', 'Neil Summers', 'Ned Bellamy', 'Joe Pecoraro', 'Harold E. Cope Jr.', 'Brian Delate', 'Don McManus', 'Donald Zinn', 'Dorothy Silver', 'Robert Haley', 'Dana Snyder', 'John D. Craig', 'Ken Magee', 'Eugene C. DePasquale', 'Bill Bolender', 'Ron Newell', 'John R. Woodward', 'Chuck Brauchler', 'Dion Anderson', 'Claire Slemmer', 'James Kisicki', 'Rohn Thomas', 'Charlie Kearns', 'Rob Reider', 'Brian Brophy', 'Paul Kennedy', 'James Babson', 'Dennis Baker', 'Fred Culbertson', 'Richard Doone', 'Alonzo F. Jones', 'Sergio Kato', 'Gary A. Jones']",8.7,"['prison', 'corruption', 'police brutality', 'prison cell', 'delinquent', 'parole board', 'prison escape', 'wrongful imprisonment', 'framed for murder', '1940s']",['United States of America'],25000000,47.219
"['Horror', 'Thriller']",['Stanley Kubrick'],"['Jack Nicholson', 'Shelley Duvall', 'Scatman Crothers', 'Danny Lloyd', 'Barry Nelson', 'Joe Turkel', 'Anne Jackson', 'Barry Dennen', 'Tony Burton', 'Philip Stone', 'Lia Beldam', 'Billie Gibson', 'David Baxt', 'Manning Redwood', 'Lisa Burns', 'Louise Burns', 'Robin Pappas', 'Alison Coleridge', 'Burnell Tucker', 'Jana Shelden', 'Kate Phelps', 'Norman Gay', 'Paul Desbois', 'Vivian Kubrick', 'Derek Lyons', 'Alan Harris', 'Peter McNamara', 'Guy Standeven', 'Reg Thomason']",8.2,"['hotel', 'montana', 'based on novel or book', 'isolation', 'hotelier', 'oregon, usa', 'delusion', 'loneliness', 'caretaker', 'vision', 'psychological thriller', 'writer', 'alcoholic', 'cult film', 'psychological horror', 'snowed in', 'haunted hotel', 'writers-block']","['United States of America', 'United Kingdom']",19000000,43.7
"['Crime', 'Drama', 'Thriller']",['Jonathan Demme'],"['Jodie Foster', 'Anthony Hopkins', 'Scott Glenn', 'Ted Levine', 'Anthony Heald', 'Brooke Smith', 'Diane Baker', 'Kasi Lemmons', 'Frankie Faison', 'Tracey Walter', 'Charles Napier', 'Danny Darst', 'Alex Coleman', 'Dan Butler', 'Paul Lazar', 'Ron Vawter', 'Roger Corman', 'Lawrence A. Bonney', 'Lawrence T. Wrentz', 'Don Brockett', 'Frank Seals Jr.', 'Stuart Rudin', 'Masha Skorobogatov', 'Jeffrie Lane', 'Leib Lensky', ""George 'Red' Schwartz"", 'Jim Roche', 'James B. Howard', 'Bill Miller', 'Chuck Aber', 'Gene Borkan', 'Pat McNamara', 'Kenneth Utt', 'Darla', 'Adelle Lutz', 'Obba Babatundé', 'George Michael', 'Jim Dratfield', 'Stanton-Miranda', 'Rebecca Saxon', 'Cynthia Ettinger', 'Brent Hinkley', 'Steve Wyatt', 'David Early', 'Andre B. Blake', 'Bill Dalzell', 'Chris Isaak', 'Daniel von Bargen', 'Tommy Lafitte', 'Josh Broder', 'Buzz Kilman', 'Harry Northup', 'Lauren Roselli', 'Maria Skorobogatov', 'Lamont Arnold', 'John Hall', 'Ted Monte', 'George A. Romero', 'John W. Iwanonkiw', 'Robert W. Castle', 'Chris McGinn']",8.3,"['based on novel or book', 'fbi', 'kidnapping', 'psychopath', 'horror', 'murder', 'serial killer', 'psychological thriller', 'cannibal', 'moth']",['United States of America'],19000000,7.667
"['Mystery', 'Thriller', 'Drama']",['M. Night Shyamalan'],"['Bruce Willis', 'Haley Joel Osment', 'Toni Collette', 'Olivia Williams', 'Donnie Wahlberg', 'Mischa Barton', 'Trevor Morgan', 'Glenn Fitzgerald', 'Bruce Norris', 'Angelica Page', 'Greg Wood', 'M. Night Shyamalan', 'Peter Anthony Tambakis', 'Jeffrey Zubernis', 'Lisa Summerour', 'Samia Shoaib', 'Janis Dardaris', 'Sarah Ripard', 'KaDee Strickland', 'Kate Kearney-Patch', 'Nico Woulard', 'Keith Woulard', 'Patrick McDade', 'Jose L. Rodriguez', 'Firdous Bamji', 'Hayden Saunier', 'Neill Hartley', 'Heidi Fischer', 'Michael J. Lyons', 'Samantha Fitzpatrick', 'Holly Cross Vagley', 'Marilyn Shanok', 'Carol Nielson', 'Jodi Dawson', 'Tony Michael Donnelly', 'Ronnie Lea', 'Carlos Xavier Lopez', 'Gino Inverso', 'Ellen Sheppard', 'Tom McLaughlin', 'Candy Aston-Dennis', 'Gina Allegro', 'Bob Bowersox', 'Matt Casale', 'Kym Cohen', 'Colleen June McQuaide', 'Jonathan Nation', 'Sean Oliver', 'Alison Robertson']",7.9,"['philadelphia, pennsylvania', 'child abuse', 'loss of loved one', 'sense of guilt', 'confidence', 'psychology', 'dying and death', 'marriage crisis', 'afterlife', 'single', 'paranormal phenomena', 'psychological thriller', 'cowardliness', 'single mother', 'school play', 'ghost', 'child', 'spiritism', 'ghost child']",['United States of America'],40000000,25.751
"['Comedy', 'Crime', 'Drama']",['George Roy Hill'],"['Paul Newman', 'Robert Redford', 'Robert Shaw', 'Charles Durning', 'Ray Walston', 'Eileen Brennan', 'Harold Gould', 'John Heffernan', 'Dana Elcar', 'Jack Kehoe', 'Dimitra Arliss', 'Robert Earl Jones', 'James Sloyan', 'Charles Dierkop', 'Lee Paul', 'Sally Kirkland', 'Avon Long', 'Arch Johnson', 'Ed Bakey', 'Brad Sullivan', 'John Quade', 'Larry D. Mann', 'Leonard Barr', 'Paulene Myers', 'Joe Tornatore', 'Jack Collins', 'Tom Spratley', ""Kenneth O'Brien"", 'Ken Sansom', 'Ta-Tanisha', 'William Benedict', 'Robert Brubaker', 'Kathleen Freeman', 'Susan French', 'Bruce Kimball', 'Alexander Lockwood', 'Chuck Morrell', 'Byron Morrow', 'Pearl Shear', 'Arthur Tovey', 'Guy Way', 'Jim Michael']",8.0,"['chicago, illinois', 'bet', 'horse race', 'repayment', 'con man', 'mafia boss', 'caper', 'heist', 'ragtime', 'off track betting', 'sting operation', 'alley', '1930s']",['United States of America'],5500000,12.611
"['Action', 'Thriller', 'Science Fiction']",['James Cameron'],"['Linda Hamilton', 'Michael Biehn', 'Arnold Schwarzenegger', 'Paul Winfield', 'Lance Henriksen', 'Rick Rossovich', 'Bess Motta', 'Earl Boen', 'Dick Miller', 'Shawn Schepps', 'Bruce M. Kerner', 'Franco Columbu', 'Bill Paxton', 'Brad Rearden', 'Brian Thompson', 'William Wisher Jr.', 'Ken Fritz', 'Tom Oberhaus', 'Ed Dogans', 'Joe Farago', 'Hettie Lynne Hurtes', 'Tony Mirelez', 'Philip Gordon', 'Anthony Trujillo', 'Stan Yale', 'Al Kahn', 'Leslie Morris', 'Hugh Farrington', 'Harriet Medin', 'Loree Frazier', 'James Ralston', 'Norman Friedman', 'Barbara Powers', 'Wayne Stone', 'David Michels', 'John E. Bristol', 'Webster Williams', 'Patrick Pinney', 'Bill W. Richmond', ""Chino 'Fats' Williams"", 'Greg Robbins', 'Marianne Muellerleile', 'John Durban', 'Marian Green', 'J. Randolph Harrison', 'David Kristin', 'Darrell Mapson', 'Bob Ritchie', 'John Stuart West']",7.6,"['saving the world', 'artificial intelligence', 'rebel', 'cyborg', 'laser gun', 'shotgun', 'killer robot', 'villain', 'time travel', 'dystopia', 'los angeles, california', 'urban setting', 'future war', 'savior', 'time paradox', 'action hero', 'griffith observatory', 'good versus evil']","['United Kingdom', 'United States of America']",6400000,36.287
"['Horror', 'Mystery', 'Science Fiction']",['John Carpenter'],"['Kurt Russell', 'Keith David', 'Wilford Brimley', 'T. K. Carter', 'David Clennon', 'Richard Dysart', 'Charles Hallahan', 'Peter Maloney', 'Richard Masur', 'Donald Moffat', 'Joel Polis', 'Thomas G. Waites', 'Norbert Weisser', 'Larry J. Franco', 'Nate Irwin', 'William Zeman', 'Adrienne Barbeau', 'John Carpenter', 'Jed']",8.0,"['based on novel or book', 'spacecraft', 'space marine', 'paranoia', 'mutation', 'snowstorm', 'research station', 'alien life-form', 'remake', 'alien', 'creature', 'antarctica', 'shape shifting alien', 'alien infection', 'cult film', 'sled dogs', 'alien monster', 'alien parasites', 'isolated place']",['United States of America'],15000000,38.951
"['Thriller', 'Mystery']",['Carol Reed'],"['Joseph Cotten', 'Alida Valli', 'Orson Welles', 'Trevor Howard', 'Paul Hörbiger', 'Ernst Deutsch', 'Erich Ponto', 'Siegfried Breuer', 'Hedwig Bleibtreu', 'Bernard Lee', 'Wilfrid Hyde-White', 'Alexis Chesnakov', 'Thomas Gallagher', 'Herbert Halbik', 'Hannah Norbert', 'Eric Pohlmann', 'Carol Reed', 'Annie Rosar', 'Frederick Schrecker', 'Hugo Schuster', 'Karl Stepanek', 'Theodore Gottlieb', 'Jenny Werner']",8.0,"['austria', 'cemetery', 'black market', 'grave', 'soviet military', 'prater', 'british army', 'staged death', 'investigation', 'cover-up', 'noir', 'foot chase', 'vienna, austria', 'sewer', 'missing person', 'post world war ii', 'ferris wheel', 'penicillin', 'forged passport']",['United Kingdom'],0,12.607
"['Adventure', 'Drama', 'Western']",['John Huston'],"['Humphrey Bogart', 'Walter Huston', 'Tim Holt', 'Bruce Bennett', 'Barton MacLane', 'Alfonso Bedoya', 'Arturo Soto Rangel', 'Manuel Dondé', 'José Torvay', 'Margarito Luna', 'Robert Blake', 'Guillermo Calles', 'Roberto Cañedo', 'Spencer Chan', 'Jacqueline Dalya', 'Ralph Dunn', 'Ernesto Escoto', 'Pat Flaherty', 'Martín Garralaga', 'Jack Holt', 'John Huston', 'Francisco Islas', 'Mario Mancilla', 'Julian Rivero', 'Ángela Rodríguez', 'Jay Silverheels', 'Ray Spiker', 'Valdespino', 'Ildefonso Vega', 'Harry J. Vejar', 'Ignacio Villalbazo', 'Clifton Young']",8.0,"['mexico', 'based on novel or book', 'gold', 'gold rush', 'greed', 'gold mine', 'friends', 'money', 'american', 'bandit', 'dead mule', 'prospector', '1920s']",['United States of America'],3800000,13.28
"['Comedy', 'Drama']",['Peter Weir'],"['Jim Carrey', 'Laura Linney', 'Noah Emmerich', 'Natascha McElhone', 'Ed Harris', 'Holland Taylor', 'Paul Giamatti', 'Brian Delate', 'Peter Krause', 'Blair Slater', 'Heidi Schanz', 'Una Damon', 'Krista Lynn Landolfi', 'O-Lan Jones', 'Ron Taylor', 'Don Taylor', 'Ted Raymond', 'Harry Shearer', 'Jeanette Miller', 'Philip Glass', 'Joe Minjares', 'Philip Baker Hall', 'John Pleshette', 'Terry Camilleri', 'Joel McKinnon Miller', 'Judy Clayton', 'Fritz Dominique', 'Angel Schmiedt', 'Nastassja Schmiedt', 'Muriel Moore', 'Mal Jones', 'Judson Vaughn', 'Earl Hilliard Jr.', 'David Andrew Nash', 'Jim Towers', 'Savannah Swafford', 'Antoni Corone', 'Mario Ernesto Sánchez', 'John Roselius', 'Kade Coates', 'Marcia DeBonis', 'Sam Kitchin', 'Sebastian Youngblood', 'Dave Corey', 'Mark Alan Gillott', 'Jay Saiter', 'Tony Todd', 'Marco Rubeo', 'Daryl Davis', 'Robert Davis', 'R.J. Murdock', 'Matthew McDonough', 'Larry McDowell', 'Joseph Lucus', 'Logan Kirksey', 'Adam Tomei', 'John Pramik', 'Al Foster', 'Zoaunne LeRoy', 'Millie Slavin', 'Dona Hardy', 'Tom Simmons', 'Susan Angelo', 'Carly Smiga', 'Yuji Okumoto', 'Kiyoko Yamaguchi', 'Saemi Nakamura']",8.1,"['deja vu', 'island', 'television', 'claustrophobia', 'paranoia', 'suspicion', 'simulated reality ', 'hidden camera', 'dystopia', 'video surveillance', 'marriage', 'deception', 'mystery', 'television producer', 'tv show in film', 'make believe']",['United States of America'],60000000,29.343
"['Crime', 'Drama', 'History', 'Thriller']",['Brian De Palma'],"['Kevin Costner', 'Sean Connery', 'Charles Martin Smith', 'Andy García', 'Robert De Niro', 'Richard Bradford', 'Jack Kehoe', 'Brad Sullivan', 'Billy Drago', 'Patricia Clarkson', ""Vito D'Ambrosio"", 'Steven Goldstein', 'Peter Aylward', 'Don Harvey', 'Robert Swan', 'John J. Walsh', 'Del Close', 'Colleen Bade', 'Greg Noonan', 'Sean Grennan', 'Larry Viverito Sr.', 'Kevin Michael Doyle', 'Mike Bacarella', 'Michael P. Byrne', 'Kaitlin Montgomery', 'Aditra Kohl', 'Charles Keller Watson', 'Larry Brandenburg', 'Chelcie Ross', 'Tim Gamble', 'Pat Billingsley', 'Sam Smiley', 'John Bracci', 'Jennifer Anglin', 'Eddie Minasian', 'Anthony Mockus Sr.', 'Louie Lanciloti', 'Will Zahrn', 'Vince Viverito', 'Valentino Cimo', 'Joe Greco', 'Clem Caserta', 'Bob Martana', 'Joseph Scianablo', 'George S. Spataro', 'Melody Rae', 'Robert Miranda', 'James Guthrie', 'Basil Reale', 'Clifton James', 'Stephen Burrows', 'John Barrowman', 'Jack Fitzstephens', 'Matt Johnston']",7.8,"['chicago, illinois', 'prohibition era', 'gangster', 'baseball bat', 'white suit', 'tough cop', 'treasury agent', 'untouchable', 'tax evasion', 'jury tampering', '1930s']",['United States of America'],25000000,13.557
"['Drama', 'Crime', 'Thriller']",['Bryan Singer'],"['Gabriel Byrne', 'Stephen Baldwin', 'Kevin Spacey', 'Chazz Palminteri', 'Kevin Pollak', 'Pete Postlethwaite', 'Suzy Amis', 'Giancarlo Esposito', 'Benicio del Toro', 'Dan Hedaya', 'Paul Bartel', 'Carl Bressler', 'Christine Estabrook', 'Clark Gregg', 'Morgan Hunter', 'Louis Lombardi', 'Frank Medrano', 'Ron Gilbert', 'Peter Greene', 'Castulo Guerra', ""Vito D'Ambrosio"", 'Gene Lythgow', 'Smadar Hanson', 'Christopher McQuarrie', 'Bert Williams']",8.2,"['new york city', 'relatives', 'flashback', 'heist', 'police corruption', 'whodunit', 'theft', 'criminal', 'criminal mastermind', 'cargo ship', 'mind game', 'neo-noir', 'mystery villain']",['United States of America'],6000000,20.993
"['Adventure', 'Western']",['Sam Peckinpah'],"['William Holden', 'Ernest Borgnine', 'Robert Ryan', ""Edmond O'Brien"", 'Warren Oates', 'Jaime Sánchez', 'Ben Johnson', 'Emilio Fernández', 'Strother Martin', 'L. Q. Jones', 'Albert Dekker', 'Bo Hopkins', 'Dub Taylor', 'Paul Harper', 'Jorge Russek', 'Alfonso Aráu', 'Bill Hart', 'Rayford Barnes', 'Stephen Ferry', 'Sonia Amelio', 'Chalo González', 'Santiago Eduardo Urueta', 'Elsa Cárdenas', 'Aurora Clavel', 'Enrique Lucero', 'Elizabeth Dupeyrón', 'José Chávez', 'René Dupeyrón', 'Pedro Galván', 'Graciela Döring', 'Fernando Wagner', 'Ivan J. Rado', 'Margarito Luna', 'Lilia Castillo', 'Archie Butler', 'Tap Canutt', 'Gordon T. Dawson', 'Mickey Gilbert', ""Robert 'Buzz' Henry"", 'Buck Holland', 'Walt La Rue', 'Matthew Peckinpah', 'Jack Williams', 'Joe Yrigoyen']",7.7,"['underdog', 'robbery', 'bounty hunter', 'texas', 'mexican revolution', 'friendship', 'honor', 'gang', 'shootout', 'soldier', 'steam locomotive', 'righteous rage']",['United States of America'],6244087,12.6
"['Adventure', 'Fantasy', 'Family']",['Victor Fleming'],"['Judy Garland', 'Ray Bolger', 'Jack Haley', 'Bert Lahr', 'Margaret Hamilton', 'Frank Morgan', 'Clara Blandick', 'Charley Grapewin', 'Billie Burke', 'Pat Walshe', 'Terry', 'Adriana Caselotti', 'Harry Earles', 'Jerry Maren', 'Parnell St. Aubin', 'Billy Bletcher', 'Pinto Colvig', 'Charles Becker']",7.6,"['witch', 'adolescence', 'based on novel or book', 'secret identity', 'dream', 'lion', 'tornado', 'twister', 'scarecrow', 'musical', 'kansas, usa', 'imaginary land', 'cowardliness', 'monkey', 'female villain', 'wizard', 'sepia color', 'hourglass', 'red shoes', 'l. frank baum', 'based on young adult novel']",['United States of America'],2777000,46.436
